Platform,Hashtag,Content_Type,Region,Views,Views_norm,Engagement_Level
YouTube,#Dance,Post,Germany,4895487,1.8521366123193252,High
TikTok,#Viral,Reel,USA,1773094,0.6692843180057925,Low
YouTube,#Fashion,Reel,USA,4798416,1.8154112052057023,Medium
Instagram,#Comedy,Video,Germany,4642714,1.8125093452758048,Low
YouTube,#Fashion,Shorts,Germany,4414650,1.670218896623668,High
Twitter,#Viral,Live Stream,Germany,2135331,0.8055392527118236,High
YouTube,#Fashion,Reel,Japan,1447626,0.5476883332639584,Low
TikTok,#Fitness,Live Stream,Japan,4725553,1.783739901440773,High
Instagram,#Education,Video,UK,419463,0.1637577950090022,High
YouTube,#Education,Shorts,Germany,1066075,0.40333403785534,Low
Instagram,#Fitness,Reel,India,1825709,0.7127543553736339,High
TikTok,#Gaming,Reel,Japan,4115760,1.5535632203794725,Medium
YouTube,#Music,Reel,Brazil,3685844,1.3944857007479567,Low
TikTok,#Education,Live Stream,Germany,4359955,1.645738753112325,Low
Instagram,#Challenge,Post,Canada,712323,0.2780899478957561,High
YouTube,#Tech,Reel,India,2932639,1.10952149655704,Medium
Instagram,#Tech,Video,Canada,2481313,0.9687012814173658,Medium
Instagram,#Fitness,Tweet,Australia,4447344,1.7362371581915836,Medium
TikTok,#Music,Reel,USA,4317598,1.6297503870935062,Low
TikTok,#Gaming,Live Stream,USA,291464,0.1100180162265736,Low
Instagram,#Education,Tweet,Canada,3031467,1.1834806682891104,Medium
YouTube,#Fitness,Reel,India,3693552,1.397401910924341,Medium
Twitter,#Music,Post,Canada,2726954,1.028725048875101,Medium
YouTube,#Comedy,Post,India,2725186,1.0310346582434091,High
Instagram,#Challenge,Reel,Germany,886426,0.3460595265819628,Low
Instagram,#Tech,Reel,Germany,4821524,1.882316530475834,Low
YouTube,#Music,Reel,UK,3738116,1.41426205496954,Low
TikTok,#Tech,Post,Australia,4594690,1.734343448851575,High
Twitter,#Gaming,Tweet,USA,890622,0.3359811571736231,Medium
Twitter,#Fitness,Post,Canada,1129787,0.4262045442620057,Low
YouTube,#Gaming,Shorts,Germany,4730234,1.7896155328852252,High
YouTube,#Gaming,Tweet,India,2224355,0.841552502191417,High
YouTube,#Challenge,Tweet,USA,1055813,0.3994515587647774,Medium
Instagram,#Fashion,Tweet,India,3084526,1.2041948310290485,Low
YouTube,#Tech,Post,Canada,3049194,1.1536183929125772,High
Instagram,#Fitness,Video,Japan,1976436,0.7715979748783861,High
TikTok,#Gaming,Shorts,India,2897766,1.0938107855817982,Medium
Twitter,#Challenge,Video,India,154645,0.0583387857599688,High
YouTube,#Gaming,Tweet,Brazil,4703630,1.7795502947517885,Low
TikTok,#Fitness,Post,Japan,1823643,0.6883648929729824,Medium
Instagram,#Fitness,Reel,Canada,3274826,1.2784876968842327,High
Instagram,#Viral,Reel,Japan,2896284,1.1307054056254144,High
TikTok,#Music,Video,UK,3317729,1.2523329226160822,High
Instagram,#Fitness,Live Stream,Japan,4487563,1.7519386020792855,Low
Twitter,#Comedy,Post,Brazil,2329784,0.8788953386336653,High
TikTok,#Viral,Video,Japan,3059064,1.1546954436572858,Medium
YouTube,#Music,Video,Canada,3033270,1.1475937781164245,Medium
YouTube,#Fashion,Reel,India,82665,0.0312751056345113,Low
Twitter,#Dance,Post,USA,867101,0.3271080181787624,Medium
TikTok,#Comedy,Video,USA,3318543,1.2526401806829737,Low
YouTube,#Comedy,Post,USA,2245167,0.8494264210018622,Low
Instagram,#Dance,Live Stream,Germany,498614,0.1946582397031887,Low
TikTok,#Challenge,Shorts,Canada,847940,0.3200692939064887,High
Twitter,#Viral,Video,Canada,1614171,0.608935149205953,Medium
Instagram,#Fashion,Video,Germany,4680679,1.827330830573714,Low
TikTok,#Music,Reel,UK,3771142,1.423481327878274,Medium
YouTube,#Tech,Video,Brazil,3354640,1.2691794636878624,Low
YouTube,#Fitness,Live Stream,Australia,818282,0.3095851447265373,Low
Instagram,#Music,Video,India,4309403,1.6823851760111843,Low
Instagram,#Fitness,Reel,UK,3194403,1.2470906650887967,Medium
Instagram,#Fashion,Tweet,Australia,1520447,0.5935804782496966,Medium
TikTok,#Tech,Live Stream,Brazil,4012898,1.51473621881119,Low
TikTok,#Tech,Reel,Japan,4738286,1.7885461876394564,Medium
Twitter,#Tech,Reel,UK,3740619,1.4111233499348106,High
Twitter,#Comedy,Live Stream,USA,947096,0.357285593702502,Low
Instagram,#Gaming,Live Stream,Germany,1815108,0.7086157391312229,Medium
Instagram,#Music,Video,Japan,2808130,1.096290201754695,Medium
YouTube,#Challenge,Shorts,Japan,903431,0.3418000357889338,Medium
Twitter,#Fitness,Live Stream,India,3338024,1.2592470949441246,Low
TikTok,#Comedy,Reel,UK,939687,0.3547007507407442,Low
Twitter,#Fashion,Tweet,Canada,1737194,0.6553447482266045,Low
YouTube,#Tech,Live Stream,Australia,387184,0.1464854593841727,Medium
Instagram,#Dance,Tweet,UK,3192456,1.2463305588890068,Medium
YouTube,#Comedy,Live Stream,Brazil,2023845,0.7656924473825394,High
YouTube,#Education,Tweet,UK,1174209,0.4442449708098219,High
TikTok,#Music,Tweet,Germany,4603856,1.7378033105728603,Low
TikTok,#Comedy,Live Stream,UK,838530,0.3165173302585182,Medium
TikTok,#Gaming,Tweet,UK,3616888,1.3652555467354437,Low
TikTok,#Dance,Live Stream,Japan,746217,0.2816722271517068,Medium
Instagram,#Fitness,Live Stream,Canada,1176367,0.4592521057670283,Low
YouTube,#Education,Reel,UK,2589570,0.979726308570272,High
Twitter,#Tech,Tweet,Brazil,1200061,0.4527149379410516,Medium
Instagram,#Tech,Shorts,USA,3570089,1.3937579777617906,Low
TikTok,#Fashion,Tweet,Brazil,2252723,0.8503283958498324,Low
YouTube,#Education,Shorts,USA,4651762,1.759926788079668,Low
TikTok,#Fashion,Tweet,Australia,4906990,1.8522263656699776,Low
TikTok,#Fashion,Reel,Australia,4592642,1.7335703966144822,Medium
Twitter,#Challenge,Video,USA,3975840,1.4998588895594065,High
Twitter,#Gaming,Tweet,USA,230848,0.0870858547972277,Medium
Instagram,#Fashion,Reel,Brazil,2750057,1.073618580110932,Medium
Instagram,#Fitness,Shorts,Australia,4608617,1.7991979220121992,Low
YouTube,#Fashion,Tweet,Australia,2796853,1.0581488298457626,High
YouTube,#Challenge,Shorts,Brazil,2907246,1.0999144227364734,Low
TikTok,#Gaming,Shorts,Brazil,2710476,1.0231150075128943,Low
YouTube,#Comedy,Shorts,Australia,1373454,0.5196264311878321,High
TikTok,#Fashion,Tweet,India,582999,0.2200628326039448,High
Twitter,#Fashion,Video,Japan,4921777,1.8567072583099489,High
Twitter,#Dance,Video,Germany,537340,0.2027078996428054,Low
YouTube,#Tech,Live Stream,UK,2841356,1.0749858954243343,High
Instagram,#Dance,Post,Australia,4622736,1.8047099607563368,High
Twitter,#Education,Shorts,Brazil,3037201,1.1457636422061046,Low
Twitter,#Gaming,Live Stream,India,4775115,1.80138000558837,Low
TikTok,#Gaming,Video,Japan,3258029,1.2297981479312965,Low
TikTok,#Challenge,Video,USA,1856036,0.7005921786742265,High
TikTok,#Gaming,Post,Germany,737720,0.2784648907949794,Medium
TikTok,#Challenge,Shorts,Japan,3734868,1.4097890930890624,Low
Instagram,#Fashion,Post,Japan,563991,0.2201813331924918,High
Twitter,#Gaming,Post,Australia,1282138,0.4836779339565772,Low
YouTube,#Comedy,Reel,USA,1599830,0.6052725125175139,High
Instagram,#Gaming,Reel,Germany,467214,0.1823997216377511,Low
YouTube,#Tech,Tweet,USA,2721832,1.0297657209144533,Low
Twitter,#Fitness,Post,India,813436,0.3068632580002327,Low
TikTok,#Dance,Reel,UK,2976863,1.12366728597112,Low
TikTok,#Viral,Video,USA,3544239,1.3378329529988435,Medium
YouTube,#Tech,Live Stream,UK,3524926,1.3336047057864338,High
Instagram,#Gaming,Video,India,2257240,0.881223481465875,Low
Twitter,#Comedy,Reel,Canada,4358378,1.644168776248578,High
Twitter,#Fashion,Video,UK,4848504,1.829065512058921,Medium
TikTok,#Gaming,Reel,Australia,1595215,0.6021408810517718,Medium
YouTube,#Viral,Tweet,Australia,3012082,1.1395776051510338,Medium
Instagram,#Gaming,Tweet,Germany,554142,0.2163362967457881,High
Twitter,#Fitness,Tweet,Australia,751792,0.2836084737563999,Low
YouTube,#Dance,Video,UK,719722,0.2722963960259091,Low
YouTube,#Viral,Reel,Germany,4983897,1.88558525550746,Medium
TikTok,#Tech,Tweet,USA,4305709,1.625262682969094,Low
Instagram,#Challenge,Post,Japan,3147607,1.2288215691846496,High
Twitter,#Tech,Live Stream,India,3490352,1.3167118080434457,Medium
YouTube,#Challenge,Shorts,UK,3478951,1.3162107303246704,Low
TikTok,#Tech,Video,Brazil,1587926,0.5993895247255171,Medium
YouTube,#Gaming,Post,USA,1195872,0.4524408531464871,Medium
Twitter,#Tech,Live Stream,Canada,516620,0.1948914190521199,High
Twitter,#Dance,Tweet,USA,2877882,1.0856616213939705,Low
TikTok,#Gaming,Post,USA,1912258,0.7218141234368401,Medium
Instagram,#Music,Live Stream,USA,466743,0.1822158438667695,High
TikTok,#Education,Shorts,Australia,1111633,0.4196046765020541,Medium
Twitter,#Dance,Video,UK,1248834,0.4711142240341743,High
TikTok,#Music,Tweet,Brazil,2289790,0.8643199619007698,Medium
TikTok,#Fitness,Shorts,India,3072740,1.159857681154591,Medium
YouTube,#Dance,Live Stream,Australia,4316183,1.6329653331262577,Low
Twitter,#Music,Shorts,USA,1514380,0.5712896658746262,High
TikTok,#Comedy,Shorts,UK,3219097,1.21510260608828,Medium
Instagram,#Gaming,Post,Canada,637729,0.2489685499157161,High
TikTok,#Dance,Tweet,USA,1596726,0.6027112335567752,Low
YouTube,#Dance,Shorts,UK,1161484,0.4394306513372621,Low
Instagram,#Gaming,Shorts,UK,1081777,0.4223242960915586,High
Twitter,#Fashion,Reel,India,2803598,1.057638482195202,Medium
YouTube,#Viral,Shorts,USA,2304844,0.8720043497377327,Medium
Instagram,#Fitness,Reel,Germany,1945496,0.7595190401986204,Low
TikTok,#Gaming,Tweet,Australia,2506710,0.946200084591285,Low
TikTok,#Gaming,Live Stream,Brazil,2254522,0.8510074588256772,High
Instagram,#Challenge,Reel,Australia,3924268,1.532028986357289,High
Instagram,#Comedy,Live Stream,USA,568573,0.2219701398732509,High
Instagram,#Gaming,Post,Japan,3111832,1.2148550569620054,Medium
Instagram,#Fitness,Reel,Australia,2304449,0.8996538120184625,Low
Twitter,#Comedy,Video,Australia,3404604,1.2843639519773211,Medium
Twitter,#Viral,Shorts,USA,1658784,0.6257651032885907,High
YouTube,#Dance,Reel,UK,1246083,0.4714374578644989,High
YouTube,#Viral,Post,Germany,4131095,1.5629399686832597,Low
YouTube,#Fashion,Video,Australia,3664947,1.386579623418441,Low
Twitter,#Challenge,Tweet,India,3247592,1.2251322313931174,High
Instagram,#Music,Post,Canada,3144724,1.2276960498348837,High
Instagram,#Gaming,Post,Australia,3567170,1.3926184040601024,Low
Twitter,#Music,Live Stream,Japan,4966638,1.8736307687239808,High
Twitter,#Fitness,Live Stream,USA,2381324,0.8983384568597237,Medium
Twitter,#Fashion,Tweet,Brazil,4678841,1.765061286843792,High
Instagram,#Music,Video,USA,4781223,1.8665830738976428,Low
YouTube,#Education,Reel,Brazil,3995394,1.511599460491052,Low
Instagram,#Dance,Reel,Germany,1035139,0.4041168831764032,High
TikTok,#Dance,Post,Brazil,765809,0.289067558904208,Medium
YouTube,#Fitness,Video,Canada,4412202,1.669292731274448,Medium
YouTube,#Dance,Reel,UK,3605698,1.364163622284477,Low
Twitter,#Dance,Reel,Brazil,2858575,1.0783781855462695,High
Instagram,#Fitness,Shorts,Canada,521996,0.2037865412766302,High
Instagram,#Gaming,Post,Japan,2825457,1.1030546394145624,Medium
TikTok,#Tech,Reel,Germany,3284443,1.239768558961848,Medium
YouTube,#Viral,Live Stream,USA,4005023,1.5152424531984217,High
Instagram,#Education,Post,Canada,2160970,0.843639802034038,High
TikTok,#Dance,Tweet,India,292774,0.1105124978821359,High
Twitter,#Gaming,Video,Australia,2077958,0.7838956744816403,Medium
Twitter,#Dance,Live Stream,India,4482313,1.690922421133067,High
Twitter,#Education,Live Stream,Australia,644845,0.2432634375724212,Medium
YouTube,#Challenge,Live Stream,India,1235026,0.4672542020367508,High
YouTube,#Fashion,Post,USA,2684761,1.0157404449091674,Low
TikTok,#Tech,Reel,India,4601011,1.7367294172063912,High
TikTok,#Gaming,Live Stream,Canada,3897648,1.4712331571290866,High
TikTok,#Music,Video,Japan,1421637,0.5366209292890285,High
YouTube,#Challenge,Video,Australia,434662,0.1644480731301998,Low
TikTok,#Challenge,Live Stream,UK,3187163,1.203048577699939,High
TikTok,#Tech,Video,Australia,4704584,1.7758247977495627,Low
Twitter,#Tech,Reel,Australia,1350154,0.5093365123280088,High
Instagram,#Challenge,Video,Brazil,997524,0.3894320374110708,Low
TikTok,#Challenge,Shorts,India,3123791,1.179127744511928,Medium
Twitter,#Fashion,Reel,Canada,3681653,1.3888788231727276,High
Twitter,#Gaming,Reel,Japan,178505,0.0673398102239531,High
TikTok,#Fashion,Tweet,Brazil,3950220,1.4910773476605534,Low
TikTok,#Fashion,Reel,Brazil,3625266,1.3684179645295664,Low
TikTok,#Fashion,Shorts,Japan,42728,0.0161284062434092,Medium
Instagram,#Fitness,Reel,USA,959411,0.3745527731108152,Medium
YouTube,#Education,Video,India,1335449,0.505247789808293,High
YouTube,#Challenge,Video,Germany,2236066,0.8459831894482459,Low
Instagram,#Education,Video,Brazil,1148460,0.4483572502367045,Medium
YouTube,#Comedy,Shorts,India,2049729,0.7754852839426759,Medium
Twitter,#Gaming,Reel,Canada,1139637,0.4299203904887553,Low
Twitter,#Education,Live Stream,Canada,4925732,1.8581992554497249,Low
Twitter,#Dance,Tweet,UK,2756350,1.0398144920915,Low
Instagram,#Education,Post,Germany,1102834,0.4305449207700275,Medium
YouTube,#Fashion,Video,India,2760244,1.0442983448500107,Medium
TikTok,#Education,Live Stream,Brazil,3583260,1.352562089397085,Medium
Twitter,#Dance,Reel,Germany,1251963,0.4722946182314839,Low
YouTube,#Comedy,Reel,USA,4810035,1.819807085594832,Low
Twitter,#Fitness,Video,Japan,3629617,1.3692485922838806,High
TikTok,#Tech,Video,USA,732664,0.2765564180846565,Medium
YouTube,#Gaming,Shorts,Japan,4618258,1.7472510348687729,High
Twitter,#Dance,Post,India,1418279,0.5350362102160613,Low
YouTube,#Education,Reel,Germany,1715615,0.6490780905238273,Low
Twitter,#Education,Video,India,2000324,0.7546087703225054,Medium
TikTok,#Dance,Shorts,Canada,2787078,1.052029727955172,High
YouTube,#Music,Post,India,2398278,0.907353750570672,Low
Instagram,#Gaming,Shorts,India,3073012,1.199699780805945,Low
Twitter,#Education,Shorts,UK,1846215,0.6964721869561953,Medium
TikTok,#Comedy,Tweet,India,1677328,0.6331358216496248,Low
YouTube,#Comedy,Post,Australia,1007963,0.3813482042058786,High
Twitter,#Music,Tweet,India,1745217,0.6583713709958646,High
Instagram,#Viral,Live Stream,UK,4569333,1.783861500875809,Low
YouTube,#Tech,Reel,India,1590502,0.6017433988012044,Low
TikTok,#Comedy,Tweet,India,3053697,1.1526695787371308,High
Instagram,#Gaming,Tweet,Brazil,4635805,1.8098120809027445,Low
Instagram,#Viral,Reel,USA,74324,0.0290159903406238,Low
YouTube,#Music,Post,USA,2756021,1.0427006339555025,Low
Twitter,#Comedy,Reel,India,3660291,1.3808201524015775,Low
YouTube,#Challenge,Live Stream,Brazil,4035023,1.5265925187525904,High
YouTube,#Fashion,Tweet,Australia,1437126,0.5437158103199994,Low
YouTube,#Fashion,Shorts,Germany,2361090,0.8932842093097247,High
YouTube,#Fitness,Tweet,Brazil,3493327,1.321649681738228,Low
TikTok,#Tech,Live Stream,USA,4838253,1.8262804224956373,Low
Twitter,#Education,Post,India,199923,0.0754196066183209,Medium
TikTok,#Dance,Tweet,UK,3650766,1.3780433708019624,Medium
TikTok,#Challenge,Reel,UK,4573261,1.7262547103805486,Medium
Twitter,#Viral,Video,Australia,1312128,0.4949914596763966,High
Instagram,#Dance,Video,India,808212,0.3155248854364169,Medium
YouTube,#Viral,Live Stream,India,2927977,1.1077576963699225,Medium
TikTok,#Comedy,Reel,India,3991596,1.5066954186380694,Low
YouTube,#Tech,Live Stream,Australia,4929171,1.864880465923546,Medium
YouTube,#Music,Live Stream,USA,2621315,0.9917365696041748,High
TikTok,#Fitness,Shorts,Canada,2106161,0.795006090199052,Medium
TikTok,#Comedy,Shorts,USA,1577238,0.5953551583631889,Medium
TikTok,#Gaming,Live Stream,UK,2156983,0.8141897136333934,Low
Instagram,#Dance,Shorts,Australia,2047644,0.7993974829804142,High
Twitter,#Comedy,Live Stream,Brazil,752438,0.2838521729099512,High
Instagram,#Fitness,Reel,USA,1011802,0.3950061495428644,Medium
Twitter,#Music,Video,USA,1122719,0.423538188817268,High
TikTok,#Education,Reel,UK,2813260,1.0619125666619906,High
TikTok,#Gaming,Video,UK,3978999,1.501940467939506,Medium
Instagram,#Education,Shorts,India,4755630,1.856591600876982,Low
YouTube,#Education,Shorts,Australia,354097,0.1339674720844803,Low
YouTube,#Dance,Live Stream,India,4159829,1.573811061471042,High
Instagram,#Viral,Shorts,Germany,2936409,1.146370152038653,Low
Instagram,#Music,Reel,Germany,2748383,1.0729650527465515,High
Instagram,#Challenge,Shorts,Australia,2763379,1.0788194711194592,Low
YouTube,#Education,Video,UK,4749326,1.796838714603898,High
Twitter,#Gaming,Video,USA,2992211,1.1287914674100168,Medium
TikTok,#Dance,Live Stream,Brazil,4379134,1.6529781910299046,Medium
YouTube,#Comedy,Shorts,Australia,4747855,1.7962821830562252,Medium
YouTube,#Viral,Tweet,Canada,3261233,1.2338402779139217,Medium
TikTok,#Challenge,Post,Japan,3508531,1.3243543644821882,Low
Instagram,#Dance,Post,Brazil,552118,0.2155461298488313,Medium
TikTok,#Challenge,Live Stream,UK,2683552,1.012952088356895,Medium
TikTok,#Fitness,Reel,India,4099779,1.547530921648525,Low
Instagram,#Tech,Reel,Australia,4796690,1.872621370041532,Medium
TikTok,#Fitness,Live Stream,Australia,4292584,1.6203084297406547,Low
YouTube,#Education,Reel,Canada,4907437,1.8566577217650693,Low
YouTube,#Challenge,Tweet,UK,3285959,1.2431950019436675,Low
Twitter,#Gaming,Reel,Australia,4839425,1.8256405203946915,Low
YouTube,#Music,Live Stream,USA,2438444,0.9225499750056296,Low
YouTube,#Music,Post,Canada,1186804,0.4490101066649803,High
YouTube,#Fashion,Live Stream,Brazil,1333176,0.5043878331748055,Low
Twitter,#Challenge,Shorts,Australia,4631125,1.7470607468889106,Low
Instagram,#Fashion,Post,UK,3291531,1.2850093065747783,Low
Twitter,#Tech,Tweet,Germany,3628910,1.3689818812907524,Low
YouTube,#Education,Post,USA,839571,0.3176395295792938,High
YouTube,#Dance,Reel,Canada,2921498,1.1053064605457403,Low
YouTube,#Fashion,Live Stream,Japan,2295646,0.8685244196388245,High
Instagram,#Fashion,Reel,Germany,4885418,1.9072606627456767,Low
Twitter,#Gaming,Tweet,India,3777754,1.4251322788312923,High
YouTube,#Music,Post,UK,2618635,0.9907226304146692,High
YouTube,#Fitness,Live Stream,UK,3635998,1.3756271884941873,Low
Instagram,#Education,Post,Brazil,4538803,1.77194262964849,Low
Instagram,#Gaming,Shorts,Australia,1175078,0.4587488818884822,Medium
TikTok,#Challenge,Live Stream,Canada,2317796,0.8748913002562491,High
TikTok,#Dance,Post,UK,2344865,0.8851089521145818,High
Instagram,#Fashion,Video,USA,788460,0.3078137310151264,Low
TikTok,#Education,Tweet,Canada,705892,0.2664508738993786,High
YouTube,#Viral,Live Stream,Canada,2676709,1.0126940873144286,Medium
TikTok,#Challenge,Post,USA,2045200,0.7719953297374232,Low
YouTube,#Challenge,Live Stream,USA,4311581,1.6312242330702482,High
YouTube,#Fashion,Tweet,USA,811324,0.3069526861890072,Low
TikTok,#Music,Live Stream,Brazil,2365962,0.8930723715706108,Low
Twitter,#Viral,Tweet,UK,4585788,1.729957668677525,High
YouTube,#Viral,Video,USA,4242961,1.60526284979268,High
Twitter,#Tech,Video,Australia,4032099,1.5210822187848587,High
Twitter,#Comedy,Video,Australia,1111912,0.4194613207794525,Medium
Instagram,#Music,Reel,India,4461089,1.7416031878351963,Medium
YouTube,#Fashion,Post,India,4645972,1.7577362254277136,Low
TikTok,#Education,Shorts,Brazil,3752649,1.4165008322627672,Low
Instagram,#Dance,Video,Japan,1984418,0.77471413701846,Low
Instagram,#Tech,Video,UK,1766643,0.6896950678560179,Low
TikTok,#Fitness,Tweet,UK,2056923,0.7764203743543369,High
YouTube,#Tech,Reel,Australia,1263445,0.4780061191362147,Low
Twitter,#Education,Post,Japan,167630,0.0632372896436585,Medium
YouTube,#Music,Shorts,India,4789012,1.811853337989989,High
Twitter,#Fashion,Post,Australia,2751747,1.0380780413116293,High
TikTok,#Education,Tweet,USA,3557778,1.342943477529117,High
Twitter,#Fitness,Video,Germany,2768780,1.044503625959368,Medium
Instagram,#Tech,Post,USA,4818440,1.8811125409945024,Medium
Twitter,#Comedy,Reel,UK,3468794,1.3085791975910328,Low
TikTok,#Challenge,Shorts,Canada,3508583,1.3243739927616456,Low
YouTube,#Dance,Reel,India,686780,0.2598332673763951,Low
YouTube,#Fashion,Shorts,India,670658,0.2537337421475849,Medium
YouTube,#Challenge,Shorts,UK,4786577,1.810932091002509,Low
Twitter,#Music,Post,USA,4221706,1.592610183811794,Low
Twitter,#Challenge,Video,Australia,3884895,1.465550500209991,High
